timestamp,value,anomaly
181,213.03,0
182,216.40,0
183,214.05,0
184,214.75,0
185,212.68,0
186,213.52,0
187,212.28,0
188,218.19,0
189,211.11,0
190,213.22,0
191,212.13,0
192,218.54,0
193,213.16,0
194,210.95,0
195,214.81,0
196,215.10,0
197,217.53,0
198,212.34,0
199,214.14,0
200,213.88,0
201,215.15,0
202,210.66,0
203,214.89,0
204,215.98,0
205,209.41,0
206,213.75,0
207,214.07,0
208,214.18,0
209,208.08,0
210,212.59,0
211,212.15,0
212,207.40,0
213,210.00,0
214,208.08,0
215,209.71,0
216,206.59,0
217,212.53,0
218,212.22,0
219,208.26,0
220,205.56,0
221,204.46,0
222,206.65,0
223,207.00,0
224,206.98,0
225,205.47,0
226,205.60,0
227,202.58,0
228,204.15,0
229,200.44,0
230,204.57,0
231,202.12,0
232,200.96,0
233,200.24,0
234,203.35,0
235,200.98,0
236,196.90,0
237,202.25,0
238,196.16,0
239,198.00,0
240,201.46,0
241,198.37,0
242,194.16,0
243,200.30,0
244,198.95,0
245,198.47,0
246,197.74,0
247,190.59,0
248,191.78,0
249,194.69,0
250,196.24,0
251,190.09,0
252,194.61,0
253,191.37,0
254,187.45,0
255,194.89,0
256,193.99,0
257,191.29,0
258,186.75,0
259,185.64,0
260,190.94,0
261,189.55,0
262,188.89,0
263,189.62,0
264,188.64,0
265,191.18,0
266,184.23,0
267,189.57,0
268,188.16,0
269,187.50,0
270,182.83,0
271,189.15,0
272,185.71,0
273,183.32,0
274,187.53,0
275,182.01,0
276,188.04,0
277,184.24,0
278,188.01,0
279,183.99,0
280,185.80,0
281,188.93,0
282,185.27,0
283,184.74,0
284,181.36,0
285,188.04,0
286,185.99,0
287,183.64,0
288,183.99,0
289,187.45,0
290,185.78,0
291,187.51,0
292,189.15,0
293,189.43,0
294,183.70,0
295,183.78,0
296,182.50,0
297,190.29,0
298,190.24,0
299,186.59,0
300,187.62,0
301,189.96,0
302,188.39,0
303,187.80,0
304,185.25,0
305,187.06,0
306,192.15,0
307,188.86,0
308,187.32,0
309,190.52,0
310,191.04,0
311,188.95,0
312,189.08,0
313,191.17,0
314,189.36,0
315,193.52,0
316,192.63,0
317,197.24,0
318,191.04,0
319,195.73,0
320,197.97,0
321,191.69,0
322,194.21,0
323,200.09,0
324,195.33,0
325,198.85,0
326,198.55,0
327,195.08,0
328,199.97,0
329,198.66,0
330,200.92,0
331,202.01,0
332,204.85,0
333,197.78,0
334,199.86,0
335,202.20,0
336,206.99,0
337,201.64,0
338,200.11,0
339,204.26,0
340,207.81,0
341,204.59,0
342,206.13,0
343,202.60,0
344,210.41,0
345,209.53,0
346,210.53,0
347,211.67,0
348,210.56,0
349,209.40,0
350,211.60,0
351,212.75,0
352,210.24,0
353,208.52,0
354,207.40,0
355,210.59,0
356,208.22,0
357,210.61,0
358,214.05,0
359,211.45,0
360,212.02,0
361,214.77,0
362,213.07,0
363,214.57,0
364,215.43,0
365,210.72,0
366,211.84,0
367,215.63,0
368,211.47,0
369,216.67,0
370,211.92,0
371,214.77,0
372,217.50,0
373,218.50,0
374,213.37,0
375,213.34,0
376,217.30,0
377,215.32,0
378,218.51,0
379,213.22,0
380,211.63,0
381,216.98,0
382,218.38,0
383,216.83,0
384,211.31,0
385,216.57,0
386,215.61,0
387,211.88,0
388,212.18,0
389,213.57,0
390,216.93,0
391,210.86,0
392,216.41,0
393,209.57,0
394,212.13,0
395,213.41,0
396,210.70,0
397,211.06,0
398,209.72,0
399,208.04,0
400,214.42,0
401,209.45,0
402,207.15,0
403,211.02,0
404,206.49,0
405,212.67,0
406,208.30,0
407,209.31,0
408,205.31,0
409,206.18,0
410,203.20,0
411,207.01,0
412,203.99,0
413,205.61,0
414,201.84,0
415,200.50,0
416,201.04,0
417,205.82,0
418,200.16,0
419,204.72,0
420,204.92,0
421,201.09,0
422,197.81,0
423,203.55,0
424,196.23,0
425,200.57,0
426,200.87,0
427,198.06,0
428,199.69,0
429,195.19,0
430,196.79,0
431,197.91,0
432,199.17,0
433,191.84,0
434,193.95,0
435,191.72,0
436,196.75,0
437,190.59,0
438,197.01,0
439,195.25,0
440,194.98,0
441,192.92,0
442,192.52,0
443,188.64,0
444,191.89,0
445,189.51,0
446,190.78,0
447,192.62,0
448,190.46,0
449,192.13,0
450,187.54,0
451,190.19,0
452,185.46,0
453,191.20,0
454,187.18,0
455,189.41,0
456,189.18,0
457,185.47,0
458,187.26,0
459,182.52,0
460,182.98,0
461,185.15,0
462,186.88,0
463,184.84,0
464,186.84,0
465,183.51,0
466,182.53,0
467,186.82,0
468,183.21,0
469,188.56,0
470,182.13,0
471,185.28,0
472,186.38,0
473,184.32,0
474,183.24,0
475,185.02,0
476,186.38,0
477,186.52,0
478,186.26,0
479,183.07,0
480,182.21,0
481,188.62,0
482,182.67,0
483,183.47,0
484,189.54,0
485,188.26,0
486,188.07,0
487,187.52,0
488,186.39,0
489,185.75,0
490,184.72,0
491,191.65,0
492,189.29,0
493,190.65,0
494,188.41,0
495,187.66,0
496,193.82,0
497,186.46,0
498,190.18,0
499,193.92,0
500,191.50,0
501,190.66,0
502,190.43,0
503,194.30,0
504,194.09,0
505,195.85,0
506,197.09,0
507,190.77,0
508,196.72,0
509,197.10,0
510,193.17,0
511,199.13,0
512,193.44,0
513,199.06,0
514,195.50,0
515,195.93,0
516,199.00,0
517,197.70,0
518,201.86,0
519,197.60,0
520,196.96,0
521,200.43,0
522,202.06,0
523,201.47,0
524,205.94,0
525,206.48,0
526,201.70,0
527,200.91,0
528,208.14,0
529,205.48,0
530,205.29,0
531,202.79,0
532,202.86,0
533,206.94,0
534,205.03,0
535,204.78,0
536,206.86,0
537,209.85,0
538,209.59,0
539,212.88,0
540,208.53,0
541,209.55,0
542,207.22,0
543,213.14,0
544,211.63,0
545,212.26,0
546,209.36,0
547,214.73,0
548,210.41,0
549,215.47,0
550,211.27,0
551,216.11,0
552,217.50,0
553,215.80,0
554,215.73,0
555,214.81,0
556,212.84,0
557,217.54,0
558,210.79,0
559,211.69,0
560,214.79,0
561,213.90,0
562,211.63,0
563,215.20,0
564,216.25,0
565,216.87,0
566,217.82,0
567,212.05,0
568,213.58,0
569,212.28,0
570,217.84,0
571,211.17,0
572,211.06,0
573,213.53,0
574,211.98,0
575,212.19,0
576,213.41,0
577,216.17,0
578,212.17,0
579,215.05,0
580,210.45,0
581,212.95,0
582,215.89,0
583,213.04,0
584,214.52,0
585,212.94,0
586,213.44,0
587,212.50,0
588,213.56,0
589,207.14,0
590,212.70,0
591,211.07,0
592,208.42,0
593,205.82,0
594,212.37,0
595,207.17,0
596,209.54,0
597,208.93,0
598,207.25,0
599,209.65,0
600,207.56,0
601,204.66,0
602,201.62,0
603,201.58,0
604,204.25,0
605,207.68,0
606,201.37,0
607,200.17,0
608,205.43,0
609,199.25,0
610,197.69,0
611,201.46,0
612,204.29,0
613,197.01,0
614,197.02,0
615,201.22,0
616,196.60,0
617,196.73,0
618,198.11,0
619,194.66,0
620,194.44,0
621,192.77,0
622,198.58,0
623,197.66,0
624,197.48,0
625,195.16,0
626,193.44,0
627,195.21,0
628,192.53,0
629,188.75,0
630,195.52,0
631,190.48,0
632,188.28,0
633,189.61,0
634,192.19,0
635,190.34,0
636,190.65,0
637,191.23,0
638,192.25,0
639,189.85,0
640,187.47,0
641,187.62,0
642,185.89,0
643,185.71,0
644,187.11,0
645,187.08,0
646,186.25,0
647,185.55,0
648,190.10,0
649,184.28,0
650,186.48,0
651,183.81,0
652,186.13,0
653,182.48,0
654,181.38,0
655,185.70,0
656,182.72,0
657,182.64,0
658,188.33,0
659,184.63,0
660,187.37,0
661,183.01,0
662,183.97,0
663,186.94,0
664,184.75,0
665,184.84,0
666,182.33,0
667,186.19,0
668,185.05,0
669,188.75,0
670,189.33,0
671,189.26,0
672,183.78,0
673,184.45,0
674,189.96,0
675,184.82,0
676,187.22,0
677,188.47,0
678,183.96,0
679,184.46,0
680,191.53,0
681,188.28,0
682,191.46,0
683,189.28,0
684,185.66,0
685,186.44,0
686,186.41,0
687,189.09,0
688,190.89,0
689,190.77,0
690,190.06,0
691,195.20,0
692,191.29,0
693,193.62,0
694,191.01,0
695,193.96,0
696,192.86,0
697,191.26,0
698,193.15,0
699,198.61,0
700,197.92,0
701,193.18,0
702,193.82,0
703,197.04,0
704,199.98,0
705,197.27,0
706,201.44,0
707,199.80,0
708,198.65,0
709,197.47,0
710,197.93,0
711,205.98,0
712,202.03,0
713,204.12,0
714,204.86,0
715,202.35,0
716,200.51,0
717,202.06,0
718,204.19,0
719,208.36,0
720,207.77,0
721,210.81,0
722,205.81,0
723,205.05,0
724,208.47,0
725,205.77,0
726,208.53,0
727,209.59,0
728,207.05,0
729,208.42,0
730,212.74,0
731,207.50,0
732,211.21,0
733,213.50,0
734,213.53,0
735,214.82,0
736,212.14,0
737,212.35,0
738,216.60,0
739,213.72,0
740,215.53,0
741,216.90,0
742,211.85,0
743,214.46,0
744,214.86,0
745,210.78,0
746,211.25,0
747,214.59,0
748,217.29,0
749,214.38,0
750,214.74,0
751,214.83,0
752,217.41,0
753,212.92,0
754,218.75,0
755,212.54,0
756,215.19,0
757,213.83,0
758,211.15,0
759,211.54,0
760,214.39,0
761,213.38,0
762,215.78,0
763,210.69,0
764,218.00,0
765,217.43,0
766,217.02,0
767,210.20,0
768,211.54,0
769,210.15,0
770,215.76,0
771,216.21,0
772,213.77,0
773,210.27,0
774,214.41,0
775,207.53,0
776,215.12,0
777,209.28,0
778,206.45,0
779,207.31,0
780,207.67,0
781,207.45,0
782,211.55,0
783,212.46,0
784,206.88,0
785,206.78,0
786,204.46,0
787,209.06,0
788,204.54,0
789,206.78,0
790,206.08,0
791,201.18,0
792,202.37,0
793,207.13,0
794,202.60,0
795,204.65,0
796,203.89,0
797,200.66,0
798,200.08,0
799,204.84,0
800,197.81,0
801,203.87,0
802,198.85,0
803,195.75,0
804,196.17,0
805,198.19,0
806,200.35,0
807,194.11,0
808,197.02,0
809,199.26,0
810,193.74,0
811,195.70,0
812,194.90,0
813,196.49,0
814,190.52,0
815,192.03,0
816,192.10,0
817,193.52,0
818,191.53,0
819,193.33,0
820,191.79,0
821,190.40,0
822,188.56,0
823,190.63,0
824,187.60,0
825,191.61,0
826,185.13,0
827,187.84,0
828,184.68,0
829,190.65,0
830,183.77,0
831,189.63,0
832,189.03,0
833,189.28,0
834,189.18,0
835,188.25,0
836,190.19,0
837,184.17,0
838,188.94,0
839,184.15,0
840,189.30,0
841,181.50,0
842,186.23,0
843,184.31,0
844,189.07,0
845,188.44,0
846,187.46,0
847,188.54,0
848,183.61,0
849,182.79,0
850,186.39,0
851,187.28,0
852,182.24,0
853,185.76,0
854,188.74,0
855,185.45,0
856,184.70,0
857,189.15,0
858,182.56,0
859,188.72,0
860,182.64,0
861,190.06,0
862,182.68,0
863,186.59,0
864,190.24,0
865,189.89,0
866,187.74,0
867,187.34,0
868,186.99,0
869,191.47,0
870,189.55,0
871,191.85,0
872,187.08,0
873,188.44,0
874,191.87,0
875,187.46,0
876,188.55,0
877,195.33,0
878,188.71,0
879,191.52,0
880,195.49,0
881,191.49,0
882,195.97,0
883,193.69,0
884,196.19,0
885,193.46,0
886,196.45,0
887,191.91,0
888,197.97,0
889,197.63,0
890,195.61,0
891,199.53,0
892,200.22,0
893,202.20,0
894,202.20,0
895,200.15,0
896,196.89,0
897,199.35,0
898,202.67,0
899,198.41,0
900,201.23,0
901,199.68,0
902,206.07,0
903,206.09,0
904,202.47,0
905,205.05,0
906,201.60,0
907,201.86,0
908,206.84,0
909,203.37,0
910,204.77,0
911,207.47,0
912,205.04,0
913,211.38,0
914,211.82,0
915,212.30,0
916,206.28,0
917,212.34,0
918,207.90,0
919,212.10,0
920,211.63,0
921,212.39,0
922,214.90,0
923,214.73,0
924,210.14,0
925,212.59,0
926,216.69,0
927,216.73,0
928,214.27,0
929,210.68,0
930,216.42,0
931,210.84,0
932,217.58,0
933,216.00,0
934,211.96,0
935,214.72,0
936,214.96,0
937,211.83,0
938,214.68,0
939,216.77,0
940,214.21,0
941,214.87,0
942,214.68,0
943,215.48,0
944,218.43,0
945,213.79,0
946,214.25,0
947,211.88,0
948,212.07,0
949,217.24,0
950,212.13,0
951,217.26,0
952,216.68,0
953,216.73,0
954,211.08,0
955,212.11,0
956,216.91,0
957,214.31,0
958,210.33,0
959,212.14,0
960,212.55,0
961,209.34,0
962,208.21,0
963,212.41,0
964,211.67,0
965,209.76,0
966,209.67,0
967,212.52,0
968,206.32,0
969,208.71,0
970,210.86,0
971,210.23,0
972,205.79,0
973,205.31,0
974,209.55,0
975,210.10,0
976,209.70,0
977,203.04,0
978,207.39,0
979,205.70,0
980,205.44,0
981,208.02,0
982,203.28,0
983,202.14,0
984,204.79,0
985,199.48,0
986,198.60,0
987,203.19,0
988,201.68,0
989,201.03,0
990,203.34,0
991,202.52,0
992,200.71,0
993,201.70,0
994,197.71,0
995,194.65,0
996,197.21,0
997,198.40,0
998,196.35,0
999,193.66,0
