timestamp,value,anomaly
143,106.78,0
144,105.90,0
145,108.61,0
146,107.86,0
147,103.25,0
148,102.03,0
149,102.30,0
150,105.50,0
151,99.59,0
152,97.94,0
153,103.23,0
154,96.57,0
155,101.78,0
156,97.04,0
157,100.63,0
158,104.31,0
159,103.24,0
160,103.09,0
161,96.80,0
162,98.60,0
163,96.51,0
164,94.66,0
165,92.47,0
166,98.61,0
167,100.63,0
168,98.60,0
169,90.29,0
170,93.27,0
171,94.52,0
172,98.65,0
173,95.87,0
174,89.51,0
175,96.36,0
176,91.11,0
177,89.96,0
178,89.79,0
179,93.94,0
180,95.47,0
181,95.20,0
182,87.05,0
183,93.92,0
184,92.42,0
185,92.72,0
186,93.32,0
187,87.89,0
188,85.27,0
189,87.84,0
190,87.29,0
191,85.34,0
192,89.42,0
193,89.62,0
194,87.95,0
195,84.96,0
196,89.38,0
197,84.88,0
198,83.36,0
199,82.74,0
200,87.75,0
201,87.87,0
202,83.17,0
203,84.22,0
204,86.74,0
205,82.79,0
206,80.06,0
207,85.30,0
208,87.78,0
209,86.89,0
210,87.49,0
211,80.56,0
212,81.49,0
213,84.45,0
214,84.97,0
215,83.33,0
216,79.17,0
217,78.42,0
218,83.61,0
219,85.30,0
220,85.65,0
221,78.71,0
222,79.38,0
223,78.43,0
224,85.43,0
225,84.55,0
226,84.28,0
227,78.35,0
228,83.69,0
229,80.83,0
230,81.54,0
231,76.16,0
232,78.94,0
233,76.90,0
234,84.32,0
235,75.01,0
236,79.40,0
237,78.47,0
238,82.07,0
239,84.17,0
240,78.55,0
241,78.00,0
242,82.56,0
243,81.63,0
244,83.74,0
245,80.45,0
246,81.03,0
247,81.36,0
248,85.09,0
249,84.26,0
250,78.97,0
251,77.58,0
252,79.37,0
253,81.55,0
254,86.01,0
255,84.23,0
256,83.63,0
257,84.96,0
258,85.90,0
259,82.36,0
260,79.03,0
261,83.08,0
262,82.14,0
263,77.94,0
264,82.15,0
265,83.36,0
266,82.94,0
267,80.72,0
268,88.19,0
269,87.13,0
270,80.23,0
271,88.34,0
272,80.30,0
273,81.40,0
274,81.71,0
275,84.77,0
276,87.98,0
277,85.45,0
278,85.23,0
279,84.92,0
280,92.05,0
281,92.42,0
282,88.43,0
283,91.05,0
284,93.27,0
285,87.75,0
286,85.49,0
287,143.23,1
288,166.98,1
289,145.10,1
290,169.24,1
291,145.90,1
292,149.83,1
293,169.05,1
294,139.38,1
295,167.81,1
296,164.67,1
297,153.94,1
298,157.02,1
299,153.65,1
300,171.51,1
301,147.09,1
302,152.88,1
303,179.44,1
304,149.63,1
305,167.99,1
306,164.46,1
307,155.85,1
308,95.82,0
309,101.79,0
310,96.26,0
311,99.69,0
312,99.13,0
313,96.73,0
314,102.35,0
315,95.79,0
316,105.21,0
317,101.74,0
318,100.75,0
319,105.58,0
320,105.49,0
321,105.76,0
322,99.42,0
323,102.41,0
324,104.48,0
325,102.05,0
326,104.97,0
327,100.93,0
328,100.54,0
329,103.64,0
330,108.56,0
331,103.93,0
332,105.96,0
333,103.05,0
334,109.50,0
335,112.36,0
336,111.42,0
337,108.23,0
338,104.77,0
339,111.46,0
340,109.47,0
341,106.97,0
342,109.34,0
343,109.96,0
344,106.41,0
345,111.66,0
346,107.31,0
347,116.83,0
348,111.39,0
349,108.00,0
350,108.42,0
351,110.36,0
352,109.54,0
353,113.70,0
354,115.82,0
355,114.99,0
356,110.91,0
357,111.27,0
358,117.15,0
359,120.02,0
360,114.02,0
361,113.00,0
362,115.35,0
363,121.00,0
364,113.46,0
365,115.88,0
366,121.32,0
367,116.09,0
368,117.96,0
369,121.35,0
370,113.88,0
371,118.14,0
372,121.87,0
373,119.16,0
374,115.72,0
375,119.23,0
376,123.59,0
377,123.30,0
378,115.89,0
379,118.63,0
380,118.91,0
381,124.17,0
382,115.10,0
383,117.78,0
384,116.08,0
385,118.65,0
386,123.17,0
387,117.29,0
388,123.53,0
389,120.72,0
390,116.50,0
391,124.89,0
392,118.96,0
393,119.76,0
394,124.13,0
395,124.07,0
396,116.61,0
397,119.99,0
398,117.26,0
399,123.96,0
400,116.94,0
401,118.23,0
402,123.53,0
403,117.61,0
404,123.46,0
405,119.75,0
406,117.90,0
407,120.50,0
408,118.48,0
409,120.30,0
410,121.45,0
411,116.55,0
412,115.91,0
413,113.53,0
414,123.12,0
415,118.25,0
416,117.88,0
417,117.22,0
418,117.81,0
419,118.36,0
420,119.66,0
421,116.04,0
422,120.47,0
423,113.54,0
424,114.95,0
425,118.40,0
426,114.13,0
427,112.34,0
428,115.03,0
429,113.69,0
430,119.36,0
431,117.28,0
432,113.32,0
433,115.62,0
434,109.35,0
435,112.24,0
436,113.61,0
437,115.21,0
438,113.78,0
439,114.97,0
440,114.93,0
441,115.87,0
442,113.67,0
443,110.29,0
444,108.51,0
445,112.36,0
446,105.77,0
447,107.19,0
448,110.76,0
449,108.01,0
450,109.43,0
451,106.12,0
452,111.37,0
453,106.30,0
454,108.21,0
455,103.51,0
456,101.09,0
457,106.51,0
458,107.41,0
459,107.96,0
460,102.04,0
461,107.74,0
462,102.47,0
463,105.58,0
464,97.91,0
465,98.70,0
466,101.43,0
467,103.88,0
468,97.79,0
469,99.32,0
470,97.49,0
471,101.54,0
472,103.80,0
473,96.46,0
474,97.00,0
475,95.01,0
476,99.51,0
477,97.64,0
478,97.07,0
479,99.41,0
480,100.96,0
481,95.88,0
482,98.97,0
483,90.37,0
484,94.34,0
485,99.54,0
486,93.98,0
487,91.40,0
488,96.76,0
489,91.14,0
490,34.90,1
491,39.44,1
492,31.10,1
493,35.95,1
494,39.80,1
495,47.36,1
496,45.85,1
497,33.55,1
498,43.33,1
499,36.00,1
500,46.74,1
501,30.73,1
502,34.43,1
503,37.42,1
504,43.62,1
505,40.69,1
506,41.40,1
507,36.00,1
508,27.63,1
509,40.21,1
510,31.09,1
511,42.16,1
512,32.67,1
513,40.11,1
514,84.47,0
515,87.64,0
516,80.49,0
517,82.50,0
518,83.15,0
519,83.36,0
520,83.15,0
521,84.07,0
522,80.10,0
523,78.95,0
524,83.56,0
525,83.98,0
526,83.85,0
527,81.61,0
528,82.06,0
529,80.10,0
530,86.15,0
531,77.06,0
532,80.20,0
533,77.18,0
534,85.01,0
535,85.20,0
536,85.65,0
537,76.11,0
538,79.11,0
539,82.68,0
540,78.32,0
541,84.37,0
542,80.88,0
543,81.40,0
544,77.89,0
545,77.12,0
546,80.80,0
547,81.14,0
548,83.46,0
549,78.41,0
550,83.42,0
551,75.31,0
552,81.73,0
553,84.02,0
554,81.52,0
555,75.21,0
556,76.58,0
557,80.14,0
558,84.78,0
559,84.11,0
560,78.62,0
561,80.17,0
562,80.93,0
563,85.60,0
564,76.69,0
565,79.05,0
566,80.92,0
567,84.89,0
568,86.01,0
569,82.63,0
570,78.59,0
571,83.52,0
572,83.01,0
573,79.10,0
574,86.41,0
575,85.94,0
576,85.65,0
577,84.86,0
578,84.18,0
579,80.61,0
580,87.99,0
581,83.63,0
582,81.36,0
583,84.02,0
584,86.91,0
585,82.93,0
586,87.97,0
587,89.68,0
588,80.75,0
589,90.00,0
590,87.93,0
591,83.65,0
592,89.24,0
593,86.92,0
594,87.73,0
595,87.00,0
596,92.70,0
597,92.63,0
598,89.60,0
599,92.75,0
600,91.63,0
601,88.16,0
602,90.46,0
603,91.11,0
604,93.60,0
605,95.98,0
606,87.54,0
607,93.80,0
608,92.34,0
609,97.19,0
610,93.49,0
611,93.42,0
612,96.81,0
613,91.30,0
614,98.37,0
615,98.65,0
616,97.45,0
617,98.37,0
618,98.82,0
619,99.05,0
620,96.52,0
621,99.73,0
622,93.46,0
623,101.94,0
624,94.01,0
625,94.06,0
626,98.36,0
627,99.19,0
628,99.31,0
629,103.44,0
630,101.46,0
631,100.69,0
632,97.15,0
633,100.45,0
634,101.44,0
635,101.10,0
636,100.43,0
637,107.10,0
638,102.10,0
639,105.35,0
640,102.49,0
641,100.36,0
642,109.82,0
643,101.75,0
644,106.86,0
645,101.88,0
646,107.00,0
647,111.15,0
648,103.28,0
649,109.58,0
650,112.27,0
651,104.83,0
652,112.75,0
653,113.35,0
654,111.95,0
655,105.80,0
656,113.85,0
657,109.44,0
658,113.95,0
659,115.99,0
660,107.84,0
661,111.42,0
662,113.12,0
663,115.24,0
664,114.57,0
665,112.30,0
666,116.94,0
667,113.66,0
668,111.40,0
669,111.60,0
670,111.30,0
671,114.49,0
672,116.03,0
673,119.54,0
674,115.45,0
675,120.20,0
676,116.55,0
677,112.34,0
678,120.31,0
679,119.29,0
680,115.94,0
681,112.94,0
682,121.92,0
683,113.97,0
684,114.59,0
685,116.85,0
686,116.27,0
687,121.61,0
688,114.25,0
689,122.82,0
690,119.41,0
691,121.43,0
692,123.75,0
693,121.39,0
694,116.52,0
695,118.12,0
696,121.42,0
697,116.08,0
698,117.60,0
699,116.24,0
700,118.33,0
701,117.09,0
702,119.33,0
703,118.37,0
704,124.35,0
705,117.76,0
706,117.77,0
707,115.37,0
708,115.55,0
709,116.69,0
710,121.48,0
711,124.63,0
712,120.46,0
713,122.95,0
714,120.21,0
715,124.31,0
716,120.26,0
717,121.86,0
718,122.82,0
719,115.63,0
720,123.46,0
721,120.14,0
722,117.76,0
723,121.92,0
724,114.03,0
725,122.83,0
726,118.24,0
727,119.82,0
728,113.33,0
729,116.60,0
730,117.83,0
731,122.18,0
732,116.29,0
733,117.99,0
734,120.00,0
735,121.59,0
736,113.82,0
737,115.96,0
738,112.25,0
739,111.47,0
740,112.71,0
741,117.78,0
742,116.77,0
743,117.98,0
744,116.75,0
745,118.20,0
746,116.99,0
747,114.11,0
748,108.81,0
749,112.83,0
750,115.51,0
751,108.47,0
752,110.46,0
753,115.06,0
754,109.28,0
755,115.45,0
756,110.26,0
757,108.59,0
758,106.78,0
759,113.87,0
760,106.61,0
761,112.13,0
762,113.68,0
763,111.92,0
764,104.62,0
765,106.96,0
766,103.95,0
767,105.50,0
768,105.94,0
769,105.84,0
770,102.23,0
771,107.80,0
772,103.80,0
773,101.42,0
774,108.31,0
775,107.46,0
776,99.92,0
777,102.30,0
778,101.04,0
779,98.94,0
780,98.48,0
781,103.84,0
782,97.29,0
783,98.13,0
784,97.69,0
785,99.44,0
786,100.43,0
787,100.26,0
788,102.79,0
789,99.02,0
790,101.60,0
791,94.36,0
792,94.63,0
793,92.68,0
794,101.05,0
795,101.09,0
796,99.64,0
797,95.51,0
798,93.44,0
799,92.47,0
800,97.04,0
801,97.82,0
802,94.33,0
803,92.85,0
804,97.51,0
805,97.31,0
806,90.07,0
807,95.46,0
808,94.81,0
809,86.93,0
810,88.72,0
811,85.69,0
812,92.87,0
813,93.11,0
814,84.54,0
815,91.34,0
816,86.33,0
817,92.81,0
818,90.49,0
819,85.56,0
820,83.37,0
821,87.52,0
822,84.88,0
823,89.24,0
824,81.98,0
825,82.30,0
826,87.02,0
827,86.43,0
828,86.51,0
829,87.22,0
830,84.70,0
831,79.86,0
832,85.14,0
833,81.09,0
834,79.02,0
835,86.95,0
836,82.17,0
837,85.39,0
838,77.84,0
839,83.63,0
840,82.62,0
841,86.29,0
842,79.39,0
843,84.18,0
844,81.20,0
845,80.85,0
846,77.75,0
847,81.00,0
848,77.39,0
849,76.59,0
850,78.08,0
851,76.15,0
852,81.81,0
853,77.98,0
854,84.32,0
855,78.14,0
856,83.52,0
857,80.32,0
858,75.46,0
859,81.69,0
860,82.34,0
861,77.18,0
862,76.21,0
863,77.20,0
864,75.58,0
865,81.57,0
866,75.30,0
867,84.40,0
868,84.45,0
869,80.82,0
870,80.38,0
871,84.53,0
872,76.49,0
873,83.19,0
874,84.46,0
875,83.27,0
876,84.68,0
877,80.28,0
878,76.33,0
879,84.34,0
880,76.56,0
881,82.78,0
882,77.52,0
883,86.04,0
884,84.45,0
885,79.66,0
886,86.09,0
887,79.38,0
888,80.74,0
889,85.89,0
890,78.90,0
891,80.72,0
892,82.16,0
893,83.11,0
894,83.80,0
895,88.38,0
896,82.05,0
897,87.59,0
898,85.46,0
899,83.12,0
900,87.93,0
901,84.79,0
902,81.53,0
903,84.88,0
904,90.62,0
905,84.21,0
906,89.52,0
907,85.90,0
908,91.13,0
909,91.92,0
910,85.63,0
911,90.38,0
912,88.29,0
913,84.67,0
914,93.39,0
915,86.75,0
916,92.70,0
917,93.56,0
918,88.88,0
919,94.11,0
920,88.22,0
921,95.64,0
922,94.00,0
923,93.86,0
924,92.08,0
925,89.32,0
926,89.20,0
927,90.74,0
928,96.87,0
929,96.34,0
930,91.66,0
931,94.36,0
932,91.98,0
933,92.90,0
934,91.71,0
935,95.01,0
936,94.15,0
937,98.94,0
938,98.07,0
939,101.05,0
940,95.53,0
941,102.12,0
942,95.58,0
943,103.06,0
944,104.45,0
945,100.26,0
946,100.74,0
947,98.59,0
948,102.61,0
949,102.22,0
950,103.02,0
951,103.20,0
952,106.87,0
953,101.83,0
954,100.47,0
955,108.08,0
956,103.47,0
957,109.70,0
958,104.94,0
959,111.18,0
960,110.88,0
961,110.91,0
962,108.31,0
963,110.82,0
964,108.87,0
965,108.97,0
966,110.08,0
967,111.54,0
968,111.43,0
969,112.99,0
970,106.21,0
971,107.46,0
972,112.62,0
973,114.09,0
974,112.49,0
975,107.78,0
976,115.77,0
977,114.85,0
978,115.68,0
979,117.20,0
980,114.45,0
981,117.51,0
982,115.19,0
983,109.51,0
984,116.47,0
985,116.86,0
986,111.56,0
987,118.05,0
988,110.99,0
989,111.74,0
990,113.53,0
991,112.51,0
992,116.52,0
993,121.66,0
994,112.41,0
995,118.58,0
996,122.04,0
997,113.32,0
998,114.19,0
999,116.73,0
1000,118.20,0
1001,122.88,0
1002,118.09,0
1003,119.09,0
1004,116.59,0
1005,120.28,0
1006,116.75,0
1007,122.26,0
1008,116.07,0
1009,117.67,0
1010,117.12,0
1011,121.30,0
1012,120.96,0
1013,120.39,0
1014,115.07,0
1015,122.67,0
1016,121.77,0
1017,119.79,0
1018,118.59,0
1019,116.04,0
1020,124.81,0
1021,122.16,0
1022,115.63,0
1023,122.79,0
1024,118.24,0
1025,124.70,0
1026,118.69,0
1027,115.62,0
1028,117.88,0
1029,123.43,0
1030,118.07,0
1031,117.16,0
1032,119.83,0
1033,121.95,0
1034,114.95,0
1035,116.90,0
1036,120.45,0
1037,118.89,0
1038,122.89,0
1039,119.25,0
1040,120.07,0
1041,122.87,0
1042,121.51,0
1043,116.79,0
1044,118.62,0
1045,113.29,0
1046,119.79,0
1047,122.19,0
1048,113.97,0
1049,116.65,0
1050,117.63,0
1051,112.02,0
1052,114.07,0
1053,117.77,0
1054,119.18,0
1055,120.09,0
1056,118.65,0
1057,111.00,0
1058,115.34,0
1059,118.29,0
1060,110.08,0
1061,118.54,0
1062,118.08,0
1063,109.50,0
1064,109.38,0
1065,112.31,0
1066,115.96,0
1067,107.97,0
1068,114.42,0
1069,116.41,0
1070,109.54,0
1071,110.25,0
1072,111.68,0
1073,108.46,0
1074,106.81,0
1075,113.96,0
1076,113.88,0
1077,110.30,0
1078,107.27,0
1079,106.93,0
1080,103.21,0
1081,104.14,0
1082,104.96,0
1083,106.89,0
1084,106.89,0
1085,106.01,0
1086,106.56,0
1087,104.81,0
1088,103.84,0
1089,101.61,0
1090,100.20,0
1091,104.70,0
1092,104.94,0
1093,101.85,0
1094,100.38,0
1095,102.26,0
1096,101.52,0
1097,97.64,0
1098,99.63,0
1099,103.18,0
1100,104.24,0
1101,99.83,0
1102,95.51,0
1103,95.23,0
1104,95.03,0
1105,101.45,0
1106,101.08,0
1107,96.93,0
1108,99.37,0
1109,101.00,0
1110,96.60,0
1111,96.67,0
1112,93.31,0
1113,93.78,0
1114,96.30,0
1115,90.13,0
1116,97.69,0
1117,91.75,0
1118,95.46,0
1119,88.14,0
1120,92.71,0
1121,89.13,0
1122,93.15,0
1123,87.47,0
1124,91.40,0
1125,90.05,0
1126,87.72,0
1127,89.73,0
1128,93.29,0
1129,92.03,0
1130,90.39,0
1131,93.08,0
1132,91.19,0
1133,82.66,0
1134,82.82,0
1135,89.03,0
1136,81.88,0
1137,85.21,0
1138,82.30,0
1139,82.72,0
1140,83.78,0
1141,88.24,0
1142,80.53,0
1143,85.72,0
1144,82.83,0
1145,83.31,0
1146,88.69,0
1147,84.09,0
1148,87.59,0
1149,86.00,0
1150,84.93,0
1151,81.91,0
1152,86.62,0
1153,81.70,0
1154,84.55,0
1155,84.15,0
1156,85.88,0
1157,79.81,0
1158,83.75,0
1159,78.88,0
1160,82.70,0
1161,77.10,0
1162,84.16,0
1163,77.90,0
1164,82.30,0
1165,85.56,0
1166,83.68,0
1167,77.70,0
1168,85.13,0
1169,83.25,0
1170,81.79,0
1171,75.86,0
1172,83.46,0
1173,82.66,0
1174,76.51,0
1175,81.05,0
1176,82.94,0
1177,77.14,0
1178,81.08,0
1179,77.26,0
1180,78.07,0
1181,76.68,0
1182,77.08,0
1183,78.44,0
1184,81.83,0
1185,75.79,0
1186,78.22,0
1187,84.79,0
1188,78.52,0
1189,84.99,0
1190,84.02,0
1191,83.22,0
1192,81.67,0
1193,76.10,0
1194,85.78,0
1195,82.14,0
1196,79.04,0
1197,77.11,0
1198,78.05,0
1199,76.82,0
1200,85.47,0
1201,80.32,0
1202,82.62,0
1203,78.63,0
1204,80.91,0
1205,85.50,0
1206,87.49,0
1207,87.07,0
1208,85.87,0
1209,80.79,0
1210,87.99,0
1211,88.54,0
1212,83.97,0
1213,80.81,0
1214,82.68,0
1215,86.36,0
1216,88.37,0
1217,86.81,0
1218,85.51,0
1219,82.28,0
1220,82.84,0
1221,82.44,0
1222,83.47,0
1223,90.78,0
1224,83.81,0
1225,85.66,0
1226,89.04,0
1227,90.15,0
1228,89.98,0
1229,88.69,0
1230,88.25,0
1231,92.09,0
1232,91.72,0
1233,91.48,0
1234,90.04,0
1235,87.70,0
1236,88.04,0
1237,92.68,0
1238,95.88,0
1239,88.90,0
1240,89.84,0
1241,89.49,0
1242,99.01,0
1243,97.77,0
1244,91.73,0
1245,90.87,0
1246,100.52,0
1247,93.14,0
1248,100.29,0
1249,95.82,0
1250,101.89,0
1251,96.52,0
1252,97.85,0
1253,100.35,0
1254,102.00,0
1255,103.44,0
1256,103.20,0
1257,99.67,0
1258,103.00,0
1259,96.28,0
1260,96.39,0
1261,97.35,0
1262,101.60,0
1263,100.05,0
1264,107.86,0
1265,100.93,0
1266,104.95,0
1267,99.41,0
1268,103.21,0
1269,101.62,0
1270,109.69,0
1271,104.42,0
1272,102.94,0
1273,108.27,0
1274,111.02,0
1275,103.91,0
1276,110.03,0
1277,105.25,0
1278,106.51,0
1279,112.22,0
1280,111.30,0
1281,111.84,0
1282,104.93,0
1283,108.31,0
1284,108.23,0
1285,110.80,0
1286,115.50,0
1287,114.41,0
1288,110.73,0
1289,110.81,0
1290,108.21,0
1291,110.08,0
1292,116.38,0
1293,111.94,0
1294,117.71,0
1295,118.76,0
1296,113.42,0
1297,112.26,0
1298,113.40,0
1299,110.16,0
1300,114.15,0
1301,119.02,0
1302,115.21,0
1303,115.16,0
1304,119.56,0
1305,111.73,0
1306,119.13,0
1307,116.82,0
1308,118.65,0
1309,113.89,0
1310,122.00,0
1311,120.61,0
1312,115.04,0
1313,119.45,0
1314,115.51,0
1315,119.52,0
1316,118.04,0
1317,116.37,0
1318,118.23,0
1319,122.42,0
1320,123.50,0
1321,122.82,0
1322,121.09,0
1323,114.62,0
1324,118.08,0
1325,120.03,0
1326,122.08,0
1327,122.31,0
1328,117.87,0
1329,116.69,0
1330,120.82,0
1331,123.00,0
1332,122.78,0
1333,119.85,0
1334,117.93,0
1335,123.46,0
1336,118.80,0
1337,115.13,0
1338,122.92,0
1339,121.54,0
1340,123.11,0
1341,117.68,0
1342,119.77,0
1343,115.54,0
1344,123.19,0
1345,118.95,0
1346,119.75,0
1347,118.75,0
1348,122.90,0
1349,122.59,0
1350,121.59,0
1351,120.00,0
1352,115.96,0
1353,116.82,0
1354,122.63,0
1355,122.82,0
1356,119.63,0
1357,121.99,0
1358,118.72,0
1359,114.87,0
1360,115.15,0
1361,117.36,0
1362,120.82,0
1363,113.60,0
1364,117.55,0
1365,119.91,0
1366,117.06,0
1367,113.07,0
1368,113.99,0
1369,113.36,0
1370,119.36,0
1371,116.80,0
1372,117.75,0
1373,118.78,0
1374,110.70,0
1375,110.83,0
1376,111.29,0
1377,111.76,0
1378,109.79,0
1379,111.60,0
1380,117.33,0
1381,111.72,0
1382,113.08,0
1383,112.94,0
1384,111.52,0
1385,111.81,0
1386,114.12,0
1387,105.19,0
1388,109.17,0
1389,112.26,0
1390,112.21,0
1391,104.22,0
1392,113.38,0
1393,104.58,0
1394,104.38,0
1395,106.84,0
1396,102.43,0
1397,111.56,0
1398,104.29,0
1399,104.51,0
1400,108.54,0
1401,109.66,0
1402,101.41,0
1403,108.95,0
1404,102.12,0
1405,107.38,0
1406,103.81,0
1407,104.99,0
1408,98.74,0
1409,99.49,0
1410,105.99,0
1411,103.49,0
1412,97.09,0
1413,101.53,0
1414,95.75,0
1415,94.84,0
1416,100.59,0
1417,97.03,0
1418,101.59,0
1419,94.90,0
